NAME,total_housing_units,built_2020_plus,built_2010_2019,built_2000_2009,total_units_in_structure,units_10_19,units_20_49,units_50_plus,median_home_value,owner_occupied,renter_occupied,total_pop,median_hh_income,bachelors,masters,professional_degree,doctorate,GEOID
Block Group 2; Census Tract 1254.13; Davis County; Utah,848,23,266,431,848,0,0,0,603600.0,718,77,3296,161079.0,395,242,71,0,490111254132
Block Group 1; Census Tract 1254.14; Davis County; Utah,636,0,18,607,636,0,0,0,440100.0,569,67,2375,119828.0,407,122,23,27,490111254141
Block Group 2; Census Tract 1254.14; Davis County; Utah,295,0,5,208,295,0,0,0,432700.0,295,0,1160,134141.0,74,87,9,0,490111254142
Block Group 3; Census Tract 1254.14; Davis County; Utah,340,6,18,32,340,0,49,0,390700.0,231,109,1157,135769.0,95,57,32,0,490111254143
Block Group 1; Census Tract 1254.15; Davis County; Utah,814,7,322,410,814,0,0,0,580300.0,682,109,2963,141359.0,289,190,60,12,490111254151
Block Group 2; Census Tract 1254.15; Davis County; Utah,818,0,0,401,818,0,8,0,405300.0,616,156,3045,101887.0,391,113,0,0,490111254152
Block Group 1; Census Tract 1255.01; Davis County; Utah,1269,24,266,173,1269,0,24,522,308100.0,936,333,3979,94438.0,312,50,0,20,490111255011
Block Group 2; Census Tract 1255.01; Davis County; Utah,579,0,167,70,579,25,0,0,396600.0,462,117,1823,112994.0,208,80,0,0,490111255012
Block Group 3; Census Tract 1255.01; Davis County; Utah,556,0,49,25,556,0,0,0,310000.0,556,0,1302,92273.0,310,21,0,0,490111255013
Block Group 1; Census Tract 1255.02; Davis County; Utah,614,28,39,45,614,0,12,128,282000.0,390,201,2241,70559.0,147,21,0,0,490111255021
Block Group 2; Census Tract 1255.02; Davis County; Utah,501,0,9,63,501,0,0,0,372300.0,392,87,1417,95775.0,155,32,0,0,490111255022
Block Group 3; Census Tract 1255.02; Davis County; Utah,704,0,62,135,704,0,0,0,364200.0,515,162,1893,111656.0,182,77,0,0,490111255023
Block Group 1; Census Tract 1255.03; Davis County; Utah,787,0,0,217,787,0,0,0,404900.0,670,59,2538,99609.0,251,84,23,0,490111255031
Block Group 2; Census Tract 1255.03; Davis County; Utah,890,0,254,382,890,0,0,0,538300.0,872,18,3818,124043.0,377,82,16,0,490111255032
Block Group 1; Census Tract 1256; Davis County; Utah,93,0,45,0,93,12,0,0,390900.0,62,23,257,93625.0,49,8,0,0,490111256001
Block Group 1; Census Tract 1257.01; Davis County; Utah,725,41,0,36,725,70,0,0,370300.0,332,368,1692,54636.0,120,54,29,0,490111257011
Block Group 2; Census Tract 1257.01; Davis County; Utah,647,0,0,223,647,117,44,0,,0,602,1468,34722.0,9,26,0,0,490111257012
Block Group 3; Census Tract 1257.01; Davis County; Utah,918,50,488,98,918,160,148,33,303100.0,333,585,1986,65708.0,277,115,37,0,490111257013
Block Group 1; Census Tract 1257.02; Davis County; Utah,370,0,0,10,370,0,0,0,333800.0,210,98,987,75500.0,155,10,0,0,490111257021
Block Group 2; Census Tract 1257.02; Davis County; Utah,666,0,0,22,666,0,0,0,280900.0,333,291,1489,,81,46,0,0,490111257022
Block Group 3; Census Tract 1257.02; Davis County; Utah,582,0,0,22,582,19,0,7,270300.0,479,75,1463,70474.0,188,17,0,0,490111257023
Block Group 1; Census Tract 1258.01; Davis County; Utah,494,0,0,0,494,0,0,0,321200.0,427,67,1149,83557.0,58,84,0,0,490111258011
Block Group 2; Census Tract 1258.01; Davis County; Utah,422,0,0,43,422,0,0,0,343100.0,408,14,1219,62417.0,32,26,0,0,490111258012
Block Group 3; Census Tract 1258.01; Davis County; Utah,700,0,83,182,700,183,17,0,361800.0,214,486,2171,44868.0,289,13,0,0,490111258013
Block Group 4; Census Tract 1258.01; Davis County; Utah,949,0,126,107,949,236,41,111,,178,712,1657,62487.0,147,36,0,0,490111258014
Block Group 5; Census Tract 1258.01; Davis County; Utah,376,0,15,50,376,0,76,0,353100.0,142,126,802,67000.0,189,0,0,0,490111258015
Block Group 1; Census Tract 1258.04; Davis County; Utah,764,15,27,107,764,11,79,0,480300.0,580,165,2281,120938.0,414,208,38,3,490111258041
Block Group 2; Census Tract 1258.04; Davis County; Utah,260,0,0,0,260,0,0,0,490700.0,229,31,1011,127692.0,216,62,0,0,490111258042
Block Group 3; Census Tract 1258.04; Davis County; Utah,548,24,0,0,548,0,0,0,458400.0,511,18,1732,145868.0,282,195,33,0,490111258043
Block Group 4; Census Tract 1258.04; Davis County; Utah,491,22,44,81,491,0,0,0,469100.0,435,56,1707,114341.0,274,172,0,0,490111258044
Block Group 1; Census Tract 1258.05; Davis County; Utah,433,0,0,46,433,163,0,0,365600.0,172,261,990,82933.0,29,0,0,0,490111258051
Block Group 2; Census Tract 1258.05; Davis County; Utah,849,0,0,57,849,0,0,58,414800.0,543,255,2468,87056.0,139,113,20,0,490111258052
Block Group 3; Census Tract 1258.05; Davis County; Utah,404,0,0,117,404,0,0,0,498400.0,378,26,1239,101905.0,179,89,20,44,490111258053
Block Group 4; Census Tract 1258.05; Davis County; Utah,547,0,0,74,547,0,54,0,380800.0,197,350,1393,88447.0,193,82,0,0,490111258054
Block Group 1; Census Tract 1258.07; Davis County; Utah,941,25,33,534,941,188,61,65,445300.0,437,435,2344,99063.0,326,161,0,0,490111258071
Block Group 2; Census Tract 1258.07; Davis County; Utah,406,32,65,21,406,0,0,349,58700.0,160,246,1045,41889.0,55,43,0,0,490111258072
Block Group 1; Census Tract 1258.09; Davis County; Utah,1095,25,31,323,1095,86,217,331,61800.0,312,577,2389,54007.0,180,0,32,0,490111258091
Block Group 2; Census Tract 1258.09; Davis County; Utah,525,0,52,78,525,218,16,0,372000.0,212,229,1186,71065.0,164,0,0,34,490111258092
Block Group 3; Census Tract 1258.09; Davis County; Utah,525,33,102,95,525,0,33,0,400500.0,460,65,1552,108188.0,205,142,0,23,490111258093
Block Group 1; Census Tract 1258.10; Davis County; Utah,454,0,31,131,454,159,145,0,,0,414,861,43750.0,66,19,0,0,490111258101
Block Group 2; Census Tract 1258.10; Davis County; Utah,844,95,338,115,844,116,84,0,454900.0,307,456,1920,83698.0,301,143,0,27,490111258102
Block Group 1; Census Tract 1259.05; Davis County; Utah,855,61,67,0,855,0,0,0,492900.0,774,68,2878,115769.0,267,436,17,6,490111259051
Block Group 2; Census Tract 1259.05; Davis County; Utah,602,11,53,0,602,0,0,0,360800.0,313,289,1554,66364.0,99,56,0,0,490111259052
Block Group 3; Census Tract 1259.05; Davis County; Utah,448,0,0,39,448,0,56,0,271500.0,285,163,1036,45595.0,177,22,12,15,490111259053
Block Group 4; Census Tract 1259.05; Davis County; Utah,969,0,188,224,969,14,175,0,424100.0,724,238,2266,104868.0,394,128,83,32,490111259054
Block Group 1; Census Tract 1259.06; Davis County; Utah,1047,0,279,35,1047,14,0,0,664200.0,885,149,3139,133676.0,888,205,90,18,490111259061
Block Group 2; Census Tract 1259.06; Davis County; Utah,394,0,101,0,394,0,64,0,368300.0,196,198,1550,92375.0,180,72,0,23,490111259062
Block Group 3; Census Tract 1259.06; Davis County; Utah,556,0,175,229,556,0,0,92,302800.0,414,142,1286,79083.0,123,51,18,58,490111259063
Block Group 4; Census Tract 1259.06; Davis County; Utah,614,0,0,0,614,0,0,0,364400.0,562,52,1728,109278.0,301,157,50,0,490111259064
Block Group 1; Census Tract 1259.07; Davis County; Utah,923,39,288,32,923,0,48,39,468600.0,774,118,2800,115517.0,479,278,25,16,490111259071
Block Group 1; Census Tract 1259.08; Davis County; Utah,720,26,42,26,720,0,0,0,516800.0,686,34,2225,105667.0,560,211,32,32,490111259081
Block Group 2; Census Tract 1259.08; Davis County; Utah,386,0,26,12,386,7,0,0,347400.0,336,50,1228,82500.0,193,61,0,0,490111259082
Block Group 3; Census Tract 1259.08; Davis County; Utah,501,0,52,81,501,0,0,0,457600.0,384,117,1860,106678.0,241,128,0,10,490111259083
Block Group 1; Census Tract 1260.01; Davis County; Utah,804,28,425,29,804,0,161,295,,171,591,2128,65278.0,161,44,0,0,490111260011
Block Group 2; Census Tract 1260.01; Davis County; Utah,537,0,0,0,537,0,0,0,335900.0,456,53,1426,72379.0,193,93,0,0,490111260012
Block Group 3; Census Tract 1260.01; Davis County; Utah,304,0,48,0,304,123,0,0,324100.0,167,137,587,70833.0,14,0,0,0,490111260013
Block Group 4; Census Tract 1260.01; Davis County; Utah,470,0,0,10,470,0,0,0,362900.0,433,37,1535,182174.0,158,225,23,13,490111260014
Block Group 1; Census Tract 1260.02; Davis County; Utah,822,30,129,25,822,0,0,0,390300.0,669,153,2308,92434.0,393,128,0,0,490111260021
Block Group 2; Census Tract 1260.02; Davis County; Utah,455,0,156,97,455,0,0,0,536100.0,385,70,1964,118899.0,258,192,28,0,490111260022
Block Group 3; Census Tract 1260.02; Davis County; Utah,1166,43,696,291,1166,0,0,0,669400.0,1124,42,4598,155705.0,664,338,61,36,490111260023
Block Group 1; Census Tract 1261.01; Davis County; Utah,862,13,283,30,862,42,90,0,461500.0,402,444,2316,90192.0,236,160,51,24,490111261011
Block Group 2; Census Tract 1261.01; Davis County; Utah,587,0,12,81,587,0,0,0,544900.0,559,28,1693,116450.0,263,150,67,21,490111261012
Block Group 3; Census Tract 1261.01; Davis County; Utah,661,0,11,0,661,0,0,0,486500.0,511,150,2468,109556.0,517,126,35,0,490111261013
Block Group 4; Census Tract 1261.01; Davis County; Utah,191,0,0,0,191,7,0,0,569700.0,169,7,722,137232.0,108,27,0,7,490111261014
Block Group 1; Census Tract 1261.05; Davis County; Utah,564,0,21,154,564,0,0,0,535200.0,538,19,2306,131250.0,446,87,32,9,490111261051
Block Group 2; Census Tract 1261.05; Davis County; Utah,467,0,0,85,467,0,0,0,582800.0,415,42,1511,133250.0,298,158,23,7,490111261052
Block Group 3; Census Tract 1261.05; Davis County; Utah,244,0,0,8,244,0,0,0,477300.0,226,18,853,124643.0,259,35,0,8,490111261053
Block Group 4; Census Tract 1261.05; Davis County; Utah,336,0,0,23,336,0,0,0,478600.0,336,0,1354,122778.0,286,90,9,0,490111261054
Block Group 1; Census Tract 1261.06; Davis County; Utah,571,0,140,376,571,0,0,0,906900.0,515,56,2521,227917.0,379,161,46,29,490111261061
Block Group 2; Census Tract 1261.06; Davis County; Utah,489,0,71,175,489,0,0,0,639300.0,481,0,1870,172422.0,329,128,0,8,490111261062
Block Group 1; Census Tract 1261.07; Davis County; Utah,384,0,61,141,384,0,0,0,544800.0,374,10,1409,108438.0,269,111,27,10,490111261071
Block Group 2; Census Tract 1261.07; Davis County; Utah,642,26,169,171,642,0,0,0,711000.0,596,40,2307,163988.0,517,184,17,18,490111261072
Block Group 1; Census Tract 1261.08; Davis County; Utah,677,19,259,267,677,0,0,0,923800.0,677,0,2924,199875.0,524,145,179,57,490111261081
Block Group 2; Census Tract 1261.08; Davis County; Utah,787,17,229,470,787,0,0,0,699000.0,777,10,3633,184801.0,634,164,61,57,490111261082
Block Group 1; Census Tract 1262.03; Davis County; Utah,604,13,107,67,604,0,0,0,681500.0,510,48,1991,169091.0,392,174,87,41,490111262031
Block Group 2; Census Tract 1262.03; Davis County; Utah,675,0,83,149,675,0,0,0,677500.0,597,41,2391,142500.0,436,265,25,71,490111262032
Block Group 1; Census Tract 1262.04; Davis County; Utah,639,29,46,68,639,0,0,0,648600.0,524,115,1995,118520.0,363,162,42,11,490111262041
Block Group 2; Census Tract 1262.04; Davis County; Utah,298,10,9,10,298,0,0,0,615900.0,222,76,1062,94306.0,171,61,20,77,490111262042
Block Group 3; Census Tract 1262.04; Davis County; Utah,665,31,128,47,665,0,0,0,539500.0,488,177,1985,113583.0,293,230,19,41,490111262043
Block Group 1; Census Tract 1262.05; Davis County; Utah,1745,72,518,548,1745,152,287,31,553800.0,1153,522,4275,86804.0,778,314,38,21,490111262051
Block Group 2; Census Tract 1262.05; Davis County; Utah,601,13,136,119,601,0,31,52,605500.0,570,31,2098,137196.0,325,283,32,80,490111262052
Block Group 1; Census Tract 1262.06; Davis County; Utah,933,54,571,220,933,67,44,0,767700.0,700,150,3512,121486.0,700,203,57,27,490111262061
Block Group 2; Census Tract 1262.06; Davis County; Utah,873,0,248,612,873,0,0,0,648100.0,800,58,4307,160655.0,681,334,23,0,490111262062
Block Group 1; Census Tract 1263.03; Davis County; Utah,667,35,9,34,667,0,0,0,470800.0,659,8,2027,115640.0,392,248,19,12,490111263031
Block Group 2; Census Tract 1263.03; Davis County; Utah,528,0,69,189,528,0,0,0,565100.0,501,27,1744,103603.0,385,122,0,18,490111263032
Block Group 3; Census Tract 1263.03; Davis County; Utah,351,0,44,86,351,0,0,0,688700.0,339,12,1194,138750.0,280,121,26,30,490111263033
Block Group 1; Census Tract 1263.04; Davis County; Utah,1093,0,386,106,1093,62,185,0,585100.0,648,369,2978,121932.0,603,244,10,0,490111263041
Block Group 2; Census Tract 1263.04; Davis County; Utah,731,0,83,10,731,0,0,0,449400.0,719,12,1940,131875.0,477,80,48,21,490111263042
Block Group 3; Census Tract 1263.04; Davis County; Utah,647,0,47,71,647,0,0,0,625400.0,568,79,2393,163348.0,537,185,10,31,490111263043
Block Group 1; Census Tract 1263.05; Davis County; Utah,808,0,63,42,808,0,0,0,523400.0,792,16,2716,138750.0,591,224,90,20,490111263051
Block Group 1; Census Tract 1263.06; Davis County; Utah,851,26,175,120,851,0,14,66,428000.0,813,38,2177,121107.0,419,267,30,22,490111263061
Block Group 2; Census Tract 1263.06; Davis County; Utah,837,30,111,101,837,36,0,0,584200.0,545,163,1982,77571.0,357,81,15,28,490111263062
Block Group 3; Census Tract 1263.06; Davis County; Utah,996,14,35,366,996,0,0,0,430700.0,645,351,2589,86818.0,500,190,43,72,490111263063
Block Group 1; Census Tract 1264.02; Davis County; Utah,540,0,6,41,540,0,0,0,740900.0,441,19,1864,167375.0,291,172,22,41,490111264021
Block Group 2; Census Tract 1264.02; Davis County; Utah,593,0,31,95,593,0,0,0,801200.0,540,0,1719,148936.0,395,197,62,0,490111264022
Block Group 1; Census Tract 1264.04; Davis County; Utah,934,0,298,474,934,86,263,0,718900.0,485,386,2684,127675.0,454,262,55,12,490111264041
Block Group 2; Census Tract 1264.04; Davis County; Utah,768,36,273,90,768,135,13,0,428700.0,353,374,1632,73917.0,306,118,20,0,490111264042
Block Group 3; Census Tract 1264.04; Davis County; Utah,628,0,134,315,628,0,0,0,1225000.0,600,28,2487,162500.0,526,110,50,5,490111264043
Block Group 4; Census Tract 1264.04; Davis County; Utah,689,0,15,181,689,0,0,0,499800.0,653,21,1870,156667.0,280,201,73,27,490111264044
Block Group 1; Census Tract 1264.05; Davis County; Utah,604,0,13,29,604,0,0,0,603000.0,551,53,2128,147656.0,398,142,31,31,490111264051
Block Group 2; Census Tract 1264.05; Davis County; Utah,494,9,0,70,494,0,0,0,774800.0,483,0,1500,173250.0,390,248,24,25,490111264052
Block Group 1; Census Tract 1264.06; Davis County; Utah,644,0,20,31,644,0,0,0,460400.0,460,154,1888,121500.0,373,93,19,28,490111264061
Block Group 2; Census Tract 1264.06; Davis County; Utah,1050,28,93,127,1050,20,21,0,446100.0,459,582,2755,88933.0,467,147,10,16,490111264062
Block Group 1; Census Tract 1265; Davis County; Utah,269,0,0,17,269,0,0,0,495200.0,207,62,903,107950.0,118,63,16,12,490111265001
Block Group 2; Census Tract 1265; Davis County; Utah,251,0,0,0,251,0,0,0,430400.0,239,0,777,89856.0,157,42,15,10,490111265002
Block Group 3; Census Tract 1265; Davis County; Utah,307,0,0,0,307,0,0,0,433600.0,231,40,976,115987.0,186,58,10,9,490111265003
Block Group 4; Census Tract 1265; Davis County; Utah,502,0,27,0,502,32,66,0,546000.0,341,76,1499,100568.0,179,138,31,0,490111265004
Block Group 5; Census Tract 1265; Davis County; Utah,589,0,9,0,589,0,0,0,521500.0,558,31,1887,113424.0,440,141,48,15,490111265005
Block Group 1; Census Tract 1266; Davis County; Utah,879,0,74,81,879,32,75,0,388900.0,490,286,2041,69244.0,318,222,0,29,490111266001
Block Group 2; Census Tract 1266; Davis County; Utah,483,0,10,13,483,13,0,0,423700.0,299,184,1587,89766.0,222,89,6,18,490111266002
Block Group 3; Census Tract 1266; Davis County; Utah,646,0,49,18,646,0,16,0,360100.0,333,313,1738,75200.0,282,118,5,0,490111266003
Block Group 1; Census Tract 1267; Davis County; Utah,637,0,29,34,637,42,14,0,345500.0,346,243,1654,75614.0,308,24,0,9,490111267001
Block Group 2; Census Tract 1267; Davis County; Utah,349,0,99,33,349,0,0,0,360300.0,113,236,1113,98424.0,127,95,5,13,490111267002
Block Group 3; Census Tract 1267; Davis County; Utah,353,0,11,39,353,9,73,0,356700.0,105,220,761,63828.0,139,36,7,13,490111267003
Block Group 4; Census Tract 1267; Davis County; Utah,323,13,20,0,323,0,0,0,403700.0,195,79,1023,130185.0,59,162,60,11,490111267004
Block Group 1; Census Tract 1268.01; Davis County; Utah,516,0,9,9,516,0,0,0,552700.0,469,47,1523,150997.0,272,269,58,13,490111268011
Block Group 2; Census Tract 1268.01; Davis County; Utah,326,0,4,0,326,0,0,0,603400.0,326,0,707,128750.0,189,48,20,0,490111268012
Block Group 3; Census Tract 1268.01; Davis County; Utah,288,0,0,7,288,0,0,0,519700.0,263,25,940,126136.0,198,80,0,0,490111268013
Block Group 1; Census Tract 1268.02; Davis County; Utah,422,0,0,0,422,0,0,0,575600.0,417,5,1364,122500.0,332,198,39,25,490111268021
Block Group 2; Census Tract 1268.02; Davis County; Utah,295,0,0,0,295,0,0,0,467400.0,295,0,933,89276.0,209,94,8,23,490111268022
Block Group 3; Census Tract 1268.02; Davis County; Utah,715,0,18,26,715,0,0,0,634300.0,656,59,2531,155821.0,484,328,35,41,490111268023
Block Group 1; Census Tract 1269.01; Davis County; Utah,422,98,37,9,422,43,0,0,466500.0,247,162,1024,84728.0,289,91,0,0,490111269011
Block Group 2; Census Tract 1269.01; Davis County; Utah,244,0,13,0,244,0,0,0,451400.0,159,85,761,95625.0,193,0,15,0,490111269012
Block Group 3; Census Tract 1269.01; Davis County; Utah,283,0,0,29,283,0,0,0,430800.0,218,65,883,106484.0,163,44,30,0,490111269013
Block Group 4; Census Tract 1269.01; Davis County; Utah,520,0,9,0,520,28,217,0,400700.0,143,241,913,79853.0,116,13,0,13,490111269014
Block Group 5; Census Tract 1269.01; Davis County; Utah,471,0,0,0,471,0,0,0,455900.0,174,191,1007,56512.0,61,32,0,16,490111269015
Block Group 6; Census Tract 1269.01; Davis County; Utah,253,0,88,0,253,52,24,0,366800.0,127,126,449,83678.0,54,0,0,0,490111269016
Block Group 1; Census Tract 1269.02; Davis County; Utah,456,0,79,61,456,0,0,0,448500.0,292,146,1556,118359.0,222,113,0,51,490111269021
Block Group 2; Census Tract 1269.02; Davis County; Utah,281,0,52,0,281,0,0,0,426500.0,192,89,807,106161.0,233,30,11,0,490111269022
Block Group 3; Census Tract 1269.02; Davis County; Utah,495,0,38,73,495,0,0,0,328800.0,413,82,1719,52684.0,339,96,15,0,490111269023
Block Group 4; Census Tract 1269.02; Davis County; Utah,725,10,56,17,725,113,31,0,516400.0,142,553,2081,72064.0,553,109,17,0,490111269024
Block Group 5; Census Tract 1269.02; Davis County; Utah,560,0,75,29,560,34,16,0,371800.0,245,273,1240,75769.0,268,57,0,0,490111269025
Block Group 1; Census Tract 1270.02; Davis County; Utah,522,229,12,17,522,137,0,0,401600.0,331,191,1741,133750.0,501,9,0,27,490111270021
Block Group 2; Census Tract 1270.02; Davis County; Utah,1070,15,416,383,1070,173,0,0,391300.0,600,384,2884,84821.0,440,154,25,0,490111270022
Block Group 3; Census Tract 1270.02; Davis County; Utah,893,0,52,841,893,0,0,0,414400.0,822,71,2907,116469.0,311,22,27,71,490111270023
Block Group 4; Census Tract 1270.02; Davis County; Utah,333,0,23,58,333,0,0,236,55800.0,333,0,734,50625.0,21,0,0,0,490111270024
Block Group 1; Census Tract 1270.03; Davis County; Utah,907,0,169,28,907,0,0,0,499300.0,760,111,3009,128068.0,384,165,0,0,490111270031
Block Group 2; Census Tract 1270.03; Davis County; Utah,1250,51,652,482,1250,69,0,0,496400.0,877,373,3991,102616.0,605,359,108,36,490111270032
Block Group 3; Census Tract 1270.03; Davis County; Utah,676,0,212,136,676,0,0,44,525800.0,522,154,1949,126286.0,371,122,25,17,490111270033
Block Group 1; Census Tract 1270.05; Davis County; Utah,516,0,61,177,516,0,0,54,541800.0,487,29,1954,96250.0,311,136,0,31,490111270051
Block Group 2; Census Tract 1270.05; Davis County; Utah,696,0,34,523,696,0,0,0,512000.0,625,71,2684,122250.0,317,85,22,0,490111270052
Block Group 1; Census Tract 1270.06; Davis County; Utah,628,15,62,169,628,0,0,0,437000.0,587,41,2222,123125.0,366,86,53,11,490111270061
Block Group 2; Census Tract 1270.06; Davis County; Utah,318,0,12,0,318,0,0,0,424400.0,169,100,779,56406.0,62,0,0,8,490111270062
Block Group 3; Census Tract 1270.06; Davis County; Utah,424,10,0,0,424,26,0,0,376500.0,350,74,1305,132616.0,101,9,0,14,490111270063
Block Group 1; Census Tract 1271; Davis County; Utah,319,0,13,0,319,0,0,0,357500.0,193,108,824,,164,96,11,13,490111271001
Block Group 2; Census Tract 1271; Davis County; Utah,965,43,42,0,965,0,0,0,336200.0,743,142,2026,105113.0,510,148,0,12,490111271002
Block Group 3; Census Tract 1271; Davis County; Utah,599,0,207,20,599,0,0,44,615200.0,464,122,1612,98750.0,435,123,44,0,490111271003
Block Group 4; Census Tract 1271; Davis County; Utah,497,30,85,72,497,0,0,0,518700.0,484,13,2208,122318.0,463,111,0,0,490111271004
Block Group 5; Census Tract 1271; Davis County; Utah,521,0,37,36,521,0,0,19,558900.0,507,14,1684,121083.0,332,189,15,0,490111271005
Block Group 1; Census Tract 9800; Davis County; Utah,8,0,0,0,8,0,0,0,,0,8,415,,27,9,0,0,490119800001
Block Group 1; Census Tract 9403; Duchesne County; Utah,479,0,23,53,479,0,0,111,220600.0,309,88,1183,81042.0,74,5,0,0,490139403001
Block Group 2; Census Tract 9403; Duchesne County; Utah,384,3,9,42,384,0,0,56,301600.0,286,41,1035,88125.0,85,32,0,0,490139403002
Block Group 3; Census Tract 9403; Duchesne County; Utah,2153,17,141,390,2153,0,0,574,232600.0,621,85,1777,60500.0,178,70,0,0,490139403003
